ARTICULO,DESCRIPSION,MARCA,PRECIO,IMAGEN,CATEGORIA,GRUPO,REFERENCIA
48699,TAPIZADO CUBREMALETAS D JOURNEY 11/16,MOPAR,293073,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Carroceria,JEEP,1GN29DX9AA
46032,TUERCA ESPARRAGO J LIBERTY 03/12 GRAND CHER,MOPAR,33170,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Carroceria,JEEP,060363110AA
60105,VENTANA TRASERA DE LONA J WRNAGLER 11/15 LH,MOPAR,114704,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Carroceria,JEEP,5SQ75SX9AA
48131,GUAYA CONTROL CRUCERO J LIBERTY 02/06,MOPAR,114704,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Combustible,JEEP,53013367AE
60021,KIT PROTECTORES TECHO J WRANGLER 10/17,MOPAR,38199,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Combustible,JEEP,68078452AA
60017,KIT SALPICADERAS TRASERAS J COMPASS PATRIOT,MOPAR,76505,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Combustible,JEEP,82203703
60066,LAMEVIDRIO EXT PUERTA TRASERA RH LIBERTY 03/0,MOPAR,25466,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Combustible,JEEP,55360644AD
51324,PIN MANGUERA GASOLINA J 3.2L 14/17 CHEROKEE,MOPAR,44619,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Combustible,JEEP,68262528AA
50978,VALVULA VACIO A/C J CHEROKEE 97/01 GRAND CHE,MOPAR,19153,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Combustible,JEEP,4549209
50531,DISCO FRENO TRASERO J CHEROKEEE 14/23,MOPAR,305806,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Frenos,JEEP,4779885AC
60072,PASORUEDA TRASERO LH J COMPASS 07/17,MOPAR,89238,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Frenos,JEEP,5303949AC
50527,PASTILLAS FRENO DELANTERO J CHEROKEE 14/19 np,MOPAR,369471,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Frenos,JEEP,68225170AC
49868,PASTILLAS FRENO DELANTERO J GRAND CHEROKEE,MOPAR,764515,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Frenos,JEEP,68002193AA
50673,PASTILLAS FRENO TRASERO J COMPASS 2WD PATRI,MOPAR,458709,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Frenos,JEEP,68028671AA
50598,PASTILLAS FRENO TRASERO J GRAND CHEROKEE S,MOPAR,891952,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Frenos,JEEP,68144432AA
60084,PEDAL DE FRENO J GRAN CHEROKEE WK 11/13,MOPAR,89238,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Frenos,JEEP,4581656AA
50922,SENSOR ABS TRASERO J COMPASS PATRIOT 07/14 L,MOPAR,127437,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Frenos,JEEP,5105063AD
50684,SENSOR ABS TRASERO J COMPASS PATRIOT 07/14 R,MOPAR,152903,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Frenos,JEEP,5105062AC
50839,GRIFO BOTA AGUA TRASERO J COMMADER 06/10,MOPAR,95658,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Limpiabrisas,JEEP,5179077AA
60123,PLUMILLA TRASERA J CHEROKEE 91/01,MOPAR,31886,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Limpiabrisas,JEEP,WB000013AE
60122,PLUMILLA TRASERA J WRANGLER 97/04,MOPAR,31886,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Limpiabrisas,JEEP,WBF00017AA
49620,TARRO LIMPIABRISAS DELANTERO J GRAND CHEROK,MOPAR,222988,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Limpiabrisas,JEEP,5012594
50382,TARRO LIMPIABRISAS J GRAND CHEROKEE DURAN,MOPAR,675384,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Limpiabrisas,JEEP,55079365AE
49821,ACEITE MOTOR 5W20 1/4 685182024AA,MOPAR,36975,https://res.cloudinary.com/r9vobuds/image/upload/v1790371131/catalogo_rimar/cyrl4okz00w7zmtifjjm.webp,Liquidos,JEEP,*
48720,LIQUIDO REFRIGERANTE 5 AÑOS GALON NAR 68051212AB,MOPAR,67227,https://res.cloudinary.com/r9vobuds/image/upload/v1790371131/catalogo_rimar/ap8cjmrd25wnhn0xmizt.jpg,Liquidos,JEEP,*
51074,CULATA COMPLETA MOTOR J 3.2L 14/ CHEROKEE RH,MOPAR,4459974,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,JEEP,68082539AC
48384,CULATA COMPLETA MOTOR J 3.7L 05/06 LIBERTY LH,MOPAR,2930837,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,JEEP,53020987AC
60102,EMPAQUE VIDRIO VENTANA PUERTA TRASERA J WR,MOPAR,114704,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,JEEP,55395737AH
48316,GUAYA CONTROL CRUCERO J CHEROKEE 97/01,MOPAR,76505,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,JEEP,4854001
50609,PIÑON CIGUEÑAL MOTOR C 3.5L 04/06 4.0L 07/08 PACI,MOPAR,305806,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,JEEP,4536479
50520,POLEA LOCA MOTOR J 3.6L 07/15 WRANGLER,MOPAR,178369,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,JEEP,53034002AA
47543,SOPORTE DELANTERO MOTOR J 3.7L 02/05 LIBERTY,MOPAR,420510,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,JEEP,52059227AC
47542,SOPORTE DELANTERO MOTOR J 3.7L 02/05 LIBERTY,MOPAR,496908,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,JEEP,52059226AB
48901,SOPORTE MOTOR J 3.7L GRAND CHEROKEE 07/10 LH,MOPAR,496908,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,JEEP,52090297AG
48900,SOPORTE MOTOR J 3.7L GRAND CHEROKEE 07/10 R,MOPAR,496908,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,JEEP,52090296AF
49361,SOPORTE TRASERO MOTOR J 3.7L 06/12 LIBERTY,MOPAR,547947,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,JEEP,52125450AC
48446,VALVULA DESFOGUE MOTOR J 2.4L 09/20 JOURNEY C,MOPAR,65000,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,JEEP,5047063AA
48090,BOBINA ENCENDIDO J 4.0L 98/99 CHEROKEE,MOPAR,178369,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Parte Electrica,JEEP,56028172AB
50981,LLAVE ENCENDIDO J GRAND CHEROKEE J COMANDE,MOPAR,95658,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Parte Electrica,JEEP,68066850AC
48087,MAGNETO TAIMER MOTOR J 4.0L 94 97 CHEROKEE G,MOPAR,280340,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Parte Electrica,JEEP,56027023AB
60008,MOTOR ELEVAVIDIRIO DELANTERO RH J WRANGLER,MOPAR,114704,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Parte Electrica,JEEP,68014952AA
42863,MOTOR TARRO LIMPIABRISAS J GRAND CHEROKEE 9,MOPAR,242141,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Parte Electrica,JEEP,4713733
50513,RELAY MOTOVENTILADOR J 3.6L 12/15 3.8L 07/11 WR,MOPAR,127437,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Parte Electrica,JEEP,56055666AB
41004,SWITCH ESPEJOS J COMPASS 07/10,MOPAR,38199,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Parte Electrica,JEEP,56040694AD
49576,SWITCH LIMPIABRISAS TRASERO J CHEROKEE 97/01,MOPAR,89238,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Parte Electrica,JEEP,56007249
48299,MANGUERA INFERIOR RADIADOR MOTOR J 4.7L 05/09,MOPAR,293073,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Refrigeración,JEEP,55116869AD
48631,MANGUERA SUPERIOR RADIADOR MOTOR J 4.0L 93/9,MOPAR,293073,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Refrigeración,JEEP,52028263
48297,MANGUERA SUPERIOR RADIADOR MOTOR J 4.7L 05/0,MOPAR,356845,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Refrigeración,JEEP,55116866AA
47515,TAPA RADIADOR MOTOR J 4.0L 03/04 GRAND CHERO,MOPAR,112350,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Refrigeración,JEEP,55116901AA
48264,VENTILADOR MOTOR J 5.2L 93/98 GRAND CHEROKEE,MOPAR,267607,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Refrigeración,JEEP,52027888
60079,BOCEL GUARDAFANGO TRASERO RH J WRANGLER 0,MOPAR,89238,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Rueda Delantera Y Trasera,JEEP,5KC84TZZAE
49967,ESPARRAGO DELANTERO J LIBERTY 02/07,MOPAR,10272,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Rueda Delantera Y Trasera,JEEP,6036388AA
60050,SALPICADERAS DEL 0 TRASERAS J COMPASS,MOPAR,89238,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Rueda Delantera Y Trasera,JEEP,82203706AB
50532,SENSOR ABS TRASERO J CHEROKEE 14/15,MOPAR,82818,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Rueda Delantera Y Trasera,JEEP,4779897AB
60081,ABSORBEDOR PARACHOQUES TRASERO J 05/10 GRA,MOPAR,57352,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Suspensión Y Dirección,JEEP,56052796AB
50265,PASADOR TIJERA TRASERA J COMPASS PATRIOT 08/,MOPAR,15301,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Suspensión Y Dirección,JEEP,6508511AA
60145,RODILLO SPEED J COMPASS LIBERTY 07/17,MOPAR,101864,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Suspensión Y Dirección,JEEP,4567025AB
49612,ROTULA INFERIOR J GRAND CHEROKEE DURANGO 1,MOPAR,369471,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Suspensión Y Dirección,JEEP,68069648AB
47687,SOPORTE CAUCHO ESTABILIZADORA DELANTER J G,MOPAR,19153,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Suspensión Y Dirección,JEEP,52088285
50535,SOPORTE CAUCHO ESTABILIZADORA DELANTERA J,MOPAR,280340,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Suspensión Y Dirección,JEEP,52110141AD
51491,SPIRAL DELANTERO J COMPASS PATRIOT 07/17,MOPAR,318646,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Suspensión Y Dirección,JEEP,5105869AD
51492,SPIRAL DELANTERO J COMPASS PATRIOT 07/17,MOPAR,318646,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Suspensión Y Dirección,JEEP,5151898AB
49558,TAPA TARRO HIDRAULICO J 4.0L 97/04 4.7L 99/04 GR,MOPAR,76505,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Suspensión Y Dirección,JEEP,4897287AA
48100,TEMPLETE INFERIOR DELANTERO J GRAND CHEROK,MOPAR,573413,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Suspensión Y Dirección,JEEP,52088217AD
51330,TIJERA INFERIOR J COMPASS 17/22 RENEGADE 15/23,MOPAR,955724,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Suspensión Y Dirección,JEEP,68248007AA
49363,GOBERNADOR DE PRESION CAJA 42RE 93/96 GRAN C,MOPAR,305806,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Transfer Y Caja,JEEP,56027562
48317,GUAYA CONTROL CRUCERO J 4.0L 5.2L 5.9L 93/98 GR,MOPAR,140170,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Transfer Y Caja,JEEP,52078292
48288,GUAYA SOBRE MARCHA CAJA J GRAN CHEROKEE 99/,MOPAR,127437,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Transfer Y Caja,JEEP,4854055AC
60089,KIT ARRASTRE U/O TIRO J WRANGLER 03/06,MOPAR,63665,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Transfer Y Caja,JEEP,82204119
48467,KIT CLUTCH J 2.4L 07/10 COMPASS CAJA 6 VELOCIDA,MOPAR,573413,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Transfer Y Caja,JEEP,5106018AA
40111,KIT ARANDELAS ANTIPATINAJE J LIBERTY 2002 CHER,MOPAR,407670,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Transmisión Y Cardán,JEEP,5252506
60115,RODAMIENTO DIFERENCIAL T355 J COMPASS 07/17,MOPAR,178369,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Transmisión Y Cardán,JEEP,5173430AB
49944,BALANCINES CON IMPULSADOR MOTOR J 2.8L TURB,MOPAR,288472,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,JEEP - DIESEL,5066780AB
46006,EMPAQUE TAPA REPARTICION J 2.8L TURBO DIESEL,MOPAR,60134,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,JEEP - DIESEL,5066921AA
46011,MANGUERA ENTRADA INTERCOOLER J 2.8L 04/07 TUR,MOPAR,360697,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,JEEP - DIESEL,55038729AA
46000,TAPA LLENADO ACEITE MOTOR J 2.8L 02/12 TURBO,MOPAR,30067,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,JEEP - DIESEL,4863741
49387,TAPA PROTECTOR MOTOR J 2.8L 05/07 TURBO DIESE,MOPAR,276488,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,JEEP - DIESEL,53014000AG
11000,SILICONA,MOPAR,42000,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,LIQUIDOS,5010884AD
10997,TENSOR CORREA MOTOR F 2.2L 3.2L 13/ NEW RANG FB3Q-6A228-BA KUNYUAN,KUNYUAN PARTS,175000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288647/catalogo_rimar/jnwkuppkk5fk2xqg3da2.jpg,Accesorios,FORD,PARTS
11138,TENSOR CORREA MOTOR F 3.5L 24V 07/18 EDGE BT4Z-6B209-CC KUNYUAN,KUNYUAN PARTS,130000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288648/catalogo_rimar/gyqowpwfmq31fr8jjfcn.jpg,Accesorios,FORD,PARTS
11473,BOMBA COMBUSTIBLE MOTOR F 2.2L 3.2L 13/ NEW RA AB39-9H307-EC KUNYUAN,KUNYUAN PARTS,560000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288649/catalogo_rimar/kfgoeukyxdj7t5gcnh0d.jpg,Combustible,FORD,PARTS
11945,VALVULA REGULADORA COMBUSTIBLE MOTOR F 2.2L BK2Q-9358-AA KUNYUAN,KUNYUAN PARTS,299600,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Combustible,FORD,PARTS
25295,FILTRO GASOLINA F EXPLORER ECONOLINE BRONCO FG-872 KUNYUAN,KUNYUAN PARTS,40000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288649/catalogo_rimar/lajhet47d0zb0uu2gcl3.png,Filtros,FORD,PARTS
10991,KIT PISTONES Y LIGAS CALIPER DELANTERO F NEW AB31-2L484-AA KUNYUAN,KUNYUAN PARTS,128400,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Frenos,FORD,PARTS
11150,PASTILLAS FRENO DELANTERO F NEW RANGER 18/ EB3C-2001-AA KUNYUAN,KUNYUAN PARTS,246100,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Frenos,FORD,PARTS
11470,SENSOR ABS DELANTERO F NEW RANGER 13/17 LH AB31-2C205-AC KUNYUAN,KUNYUAN PARTS,130000,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Frenos,FORD,PARTS
11469,SENSOR ABS DELANTERO F NEW RANGER 13/17 RH AB31-2C204-AC KUNYUAN,KUNYUAN PARTS,130000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288651/catalogo_rimar/qvuujtaw6ggb8mki0gos.png,Frenos,FORD,PARTS
11468,SENSOR ABS TRASERO F NEW RANGER 13/17 LH AB31-2C216-AC KUNYUAN,KUNYUAN PARTS,149800,https://res.cloudinary.com/r9vobuds/image/upload/v1790288651/catalogo_rimar/j7gvl871nlqa1iipvjn6.png,Frenos,FORD,PARTS
12370,ANILLOS MOTOR F 2.2L 13/ NEW RANGER STD L5Y0-11-SC0 KUNYUAN,KUNYUAN PARTS,180000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288652/catalogo_rimar/gzle7dpnrmi6umgpke66.jpg,Motor,FORD,PARTS
10832,ANILLOS MOTOR F 3.2L 13/ NEW RANGER STD UK01-11-SGOA- KUNYUAN,KUNYUAN PARTS,190000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288653/catalogo_rimar/dcbqmnsu2jdwxdpm859r.jpg,Motor,FORD,PARTS
11471,BIELA MOTOR F 2.2L 13/ NEW RANGER BB3Q-6200-BA KUNYUAN,KUNYUAN PARTS,270000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288655/catalogo_rimar/zzyhdwdfds22v45koipd.png,Motor,FORD,PARTS
10834,BIELA MOTOR F 3.0L 24V 07/12 ESCAPE AL8Z-6200-A. KUNYUAN,KUNYUAN PARTS,160000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288655/catalogo_rimar/qbqqfegb1axzo8ehtih4.jpg,Motor,FORD,PARTS
13462,BIELA MOTOR F 3.5L 24V 11/14 BL3Z-6200-A KUNYUAN,KUNYUAN PARTS,160000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288656/catalogo_rimar/yjvtmzrz9rbpudkkc0m0.png,Motor,FORD,PARTS
12373,BOMBA ACEITE MOTOR F 2.2L 3.2L 13/ NEW RANGER BK2Q-6600-AC KUNYUAN,KUNYUAN PARTS,270000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288656/catalogo_rimar/bxjzv7yyratoxufdxwh4.webp,Motor,FORD,PARTS
11005,BUJES DE BIELA MOTOR F 2.2L 16V 13/ NEW RANGER BB3Q-6207-AA KUNYUAN,KUNYUAN PARTS,130000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288657/catalogo_rimar/vfiov74dbxcastmhimis.jpg,Motor,FORD,PARTS
11006,BUJES DE BIELA MOTOR F 3.2L 20V 13/ NEW RANGER 6C1Q-6207-AA KUNYUAN,KUNYUAN PARTS,150000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288657/catalogo_rimar/m8w2wqnkryr4mmlzra0t.jpg,Motor,FORD,PARTS
11737,CORREA MOTOR F 2.2L 13/ NEW RANGER AB31-6C301-AB KUNYUAN,KUNYUAN PARTS,139100,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,FORD,PARTS
11938,EJE DE LEVAS ADMISION MOTOR F 2.2L 13/ NEW RAN BK3Q-6A270-EA KUNYUAN,KUNYUAN PARTS,695500,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,FORD,PARTS
12169,EMPAQUE CULATA MOTOR F 2.2L 13/ NEW RANGER D BK3Q-6051-AC KUNYUAN,KUNYUAN PARTS,110000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288658/catalogo_rimar/i58qlybnopd4wggzjdvz.png,Motor,FORD,PARTS
12168,EMPAQUE CULATA MOTOR F 3.2L 13/ NEW RANGER D BB3Q-6051-A1B KUNYUAN,KUNYUAN PARTS,120000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288660/catalogo_rimar/yekz5yj5ovzua0middz1.png,Motor,FORD,PARTS
11146,EMPAQUE TAPA VALVULAS MOTOR F 2.2L F NEW RAN BK2Q-6K260-AB KUNYUAN,KUNYUAN PARTS,35000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288660/catalogo_rimar/vpgbj76ewftadwe5hbcl.jpg,Motor,FORD,PARTS
11145,EMPAQUE TAPA VALVULAS MOTOR F 3.2L F NEW RAN BK3Q-6K260-AA KUNYUAN,KUNYUAN PARTS,40000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288661/catalogo_rimar/tkfylyclrxg4eazwzvj7.jpg,Motor,FORD,PARTS
10668,EMPAQUETADURA MOTOR COMPLETA F 1.5L 17/ EC GN15-6079-AA KUNYUAN,KUNYUAN PARTS,245000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288662/catalogo_rimar/duzjfs7ry9youe9mfy3k.jpg,Motor,FORD,PARTS
11728,EMPAQUETADURA MOTOR COMPLETA F 2.0L 16V 13/1 HS54997X KUNYUAN,KUNYUAN PARTS,417300,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,FORD,PARTS
12227,EMPAQUETADURA MOTOR COMPLETA F 2.2L 13/ NEW AB31-6260-AA KUNYUAN,KUNYUAN PARTS,270000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288663/catalogo_rimar/zan0xrzdumex4x707gcg.png,Motor,FORD,PARTS
12372,EMPAQUETADURA MOTOR COMPLETA F 3.2L 13/ NEW AB39-6079-AB KUNYUAN,KUNYUAN PARTS,380000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288664/catalogo_rimar/dysdznjyiu4ptzrwctul.png,Motor,FORD,PARTS
11730,EMPAQUETADURA MOTOR COMPLETA F 3.5L 24V 11/1 AT4Z-6079-BX KUNYUAN,KUNYUAN PARTS,540000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288665/catalogo_rimar/fev5bnutgaoh2pcplrie.png,Motor,FORD,PARTS
11251,ENFRIADOR ACEITE MOTOR F 1.6L 16V 11/19 FIESTA 7S7G-6B856-AC KUNYUAN,KUNYUAN PARTS,170000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288666/catalogo_rimar/oq746k62xovz4av6b3rt.jpg,Motor,FORD,PARTS
11464,ENFRIADOR ACEITE MOTOR F 2.2L 3.2L 13/ NEW RAN BB3Q-6B624-EB KUNYUAN,KUNYUAN PARTS,149800,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,FORD,PARTS
11465,ENFRIADOR ACEITE MOTOR F 2.2L 3.2L 13/ NEW RAN BB3Q-6B624-EA KUNYUAN,KUNYUAN PARTS,380000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288667/catalogo_rimar/wjsfhxeiimnihrt44krd.jpg,Motor,FORD,PARTS
10678,FILTRO ACEITE MOTOR F 3.0L 24V 01/08 ESCAPE 4.0L FL-820S KUNYUAN,KUNYUAN PARTS,25000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288667/catalogo_rimar/dyhyheyn7dnpl6v6z33w.jpg,Motor,FORD,PARTS
11951,PISTONES MOTOR F 2.2L 13/ NEW RANGER STD U201-11-SG0 KUNYUAN,KUNYUAN PARTS,727600,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,FORD,PARTS
12163,RETEN TRASERO CIGUEÑAL MOTOR F 2.2L 3.2L 13/ N 3S7Q-6701-AB KUNYUAN,KUNYUAN PARTS,60000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288668/catalogo_rimar/es19m8dduur3h3pjlu2f.png,Motor,FORD,PARTS
11249,ROCIADOR PISTON MOTOR F 2.2L 3.2L 13/ NEW RAN BK2Q-6K868-BA KUNYUAN,KUNYUAN PARTS,50000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288668/catalogo_rimar/svdilce5thaetalzdaag.png,Motor,FORD,PARTS
10989,ROTULA INFERIOR F NEW RANGER 18/23 JB3C-3460-AA KUNYUAN,KUNYUAN PARTS,74900,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,FORD,PARTS
11463,SOPORTE MOTOR F 2.2L 3.2L 18/22 NEW RANGER LH EB3G-6B032-EA KUNYUAN,KUNYUAN PARTS,358450,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,FORD,PARTS
11462,SOPORTE MOTOR F 2.2L 3.2L 18/22 NEW RANGER RH EB3G-6038-EA KUNYUAN,KUNYUAN PARTS,358450,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,FORD,PARTS
10498,TAPA REPARTICION MOTOR F 2.0L 19/ NEW RANGER JB3Q-6019-BA KUNYUAN,KUNYUAN PARTS,270000,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Motor,FORD,PARTS
16843,TENSOR CORREA REPARTICION MOTOR F 1.6L 16V 11 BE8Z-6K254-A. KUNYUAN,KUNYUAN PARTS,85000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288669/catalogo_rimar/alwwlhdjsxvknn4bsfrd.jpg,Motor,FORD,PARTS
10831,TUBO VALVULA EGR MOTOR F 2.2L 3.2L 13/ NEW RAN CK3Q-9F464-AB KUNYUAN,KUNYUAN PARTS,470000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288669/catalogo_rimar/zbpbrtzrfghckyzwvb1q.jpg,Motor,FORD,PARTS
11923,BOBINA ENCENDIDO F 3.5L 24V EDGE 07/16 EXPLORE 7T4Z-12029-E. KUNYUAN,KUNYUAN PARTS,64200,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Parte Electrica,FORD,PARTS
11908,BOBINA ENCENDIDO F 3.5L 24V F150 11/16 EXPLORER BL3Z-12029-C. KUNYUAN,KUNYUAN PARTS,85600,https://images.unsplash.com/photo-1486006920555-c77dce18193b?w=400,Parte Electrica,FORD,PARTS
11749,BUJIAS PRECALENTAMIENTO MOTOR F 2.2L 3.2L 13/ N BK3Q-6M090-AB KUNYUAN,KUNYUAN PARTS,30000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288670/catalogo_rimar/qsdmbv1pvgktcyzqxugm.png,Parte Electrica,FORD,PARTS
10658,SENSOR ABS DELANTERO F NEW RANGER 18/23 LH JB3Z-2C205-D KUNYUAN,KUNYUAN PARTS,110000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288670/catalogo_rimar/zaxcncvarje9rnzopu7i.jpg,Parte Electrica,FORD,PARTS
10657,SENSOR ABS DELANTERO F NEW RANGER 18/23 RH JB3Z-2C204-E KUNYUAN,KUNYUAN PARTS,110000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288671/catalogo_rimar/vv5omgurgx5o0oq7nvcs.jpg,Parte Electrica,FORD,PARTS
10656,SENSOR MONITOREO PRESION AIRE LLANTAS F EXP F2GT-1A180-AB KUNYUAN,KUNYUAN PARTS,80000,https://res.cloudinary.com/r9vobuds/image/upload/v1790288671/catalogo_rimar/snlk86tavgsxv2dcue6f.jpg,Parte Electrica,FORD,PARTS
